className,subclassShortName,source,level,name,description
Warlock,Undead,VRGR,1,Form of Dread,"{@i 1st-level Undead feature}
-------------
You manifest an aspect of your patron's dreadful power. As a bonus action, you transform for 1 minute. You gain the following benefits while transformed:
-------------
You can transform a number of times equal to your proficiency bonus, and you regain all expended uses when you finish a long rest.
-------------
The appearance of your Form of Dread reflects some aspect of your patron. For example, your form could be a shroud of shadows forming the crown and robes of your lich patron, or your body might glow with glyphs from ancient funerary rites and be surrounded by desert winds, suggesting your mummy patron.
-------------
 "
Warlock,Undead,VRGR,1,Form of Dread,"You gain temporary hit points equal to {@dice 1d10} + your warlock level.
-------------
Once during each of your turns, when you hit a creature with an attack roll, you can force it to make a Wisdom saving throw, and if the saving throw fails, the target is {@condition frightened} of you until the end of your next turn.
-------------
You are immune to the {@condition frightened} condition.
-------------
 "
Warlock,Undead,VRGR,6,Grave Touched,"{@i 6th-level Undead feature}
-------------
Your patron's powers have a profound effect on your body and magic. You don't need to eat, drink, or breathe.
-------------
In addition, once during each of your turns, when you hit a creature with an attack roll and roll damage against the creature, you can replace the damage type with necrotic damage. While you are using your Form of Dread, you can roll one additional damage die when determining the necrotic damage the target takes.
-------------
 "
Warlock,Undead,VRGR,10,Necrotic Husk,"{@i 10th-level Undead feature}
-------------
Your connection to undeath and necrotic energy now saturates your body. You have resistance to necrotic damage. If you are transformed using your Form of Dread, you instead become immune to necrotic damage.
-------------
In addition, when you would be reduced to 0 hit points, you can use your reaction to drop to 1 hit point instead and cause your body to erupt with deathly energy. Each creature of your choice that is within 30 feet of you takes necrotic damage equal to {@damage 2d10} + your warlock level. You then gain 1 level of {@condition exhaustion}. Once you use this reaction, you can't do so again until you finish {@dice 1d4} long rests.
-------------
 "
Warlock,Undead,VRGR,14,Spirit Projection,"{@i 14th-level Undead feature}
-------------
Your spirit can become untethered from your physical form. As an action, you can project your spirit from your body. The body you leave behind is {@condition unconscious} and in a state of suspended animation.
-------------
Your spirit resembles your mortal form in almost every way, replicating your game statistics but not your possessions. Any damage or other effects that apply to your spirit or physical body affects the other. Your spirit can remain outside your body for up to 1 hour or until your {@status concentration} is broken (as if {@status concentration} on a spell). When your projection ends, your spirit returns to your body or your body magically teleports to your spirit's space (your choice).
-------------
While projecting your spirit, you gain the following benefits:
-------------
Once you use this feature, you can't do so again until you finish a long rest.
-------------
 "
Warlock,Undead,VRGR,14,Spirit Projection,"Your spirit and body gain resistance to bludgeoning, piercing, and slashing damage.
-------------
When you cast a spell of the conjuration or necromancy school, the spell doesn't require verbal or somatic components or material components that lack a gold cost.
-------------
You have a flying speed equal to your walking speed and can hover. You can move through creatures and objects as if they were {@quickref difficult terrain}, but you take {@dice 1d10} force damage if you end your turn inside a creature or an object.
-------------
While you are using your Form of Dread, once during each of your turns when you deal necrotic damage to a creature, you regain hit points equal to half the amount of necrotic damage dealt.
-------------
 "
Warlock,Celestial,XGE,1,Expanded Spell List,"The Celestial lets you choose from an expanded list of spells when you learn a warlock spell. The following spells are added to the warlock spell list for you.
-------------
 "
Warlock,Celestial,XGE,1,Celestial Expanded Spells,"[['Spell Level', 'Spells'], ['1st', '{@spell cure wounds}, {@spell guiding bolt}'], ['2nd', '{@spell flaming sphere}, {@spell lesser restoration}'], ['3rd', '{@spell daylight}, {@spell revivify}'], ['4th', '{@spell guardian of faith}, {@spell wall of fire}'], ['5th', '{@spell flame strike}, {@spell greater restoration}']] "
Warlock,Celestial,XGE,1,The Celestial,"Your patron is a powerful being of the Upper Planes. You have bound yourself to an ancient empyrean, solar, ki-rin, unicorn, or other entity that resides in the planes of everlasting bliss. Your pact with that being allows you to experience the barest touch of the holy light that illuminates the multiverse.
-------------
Being connected to such power can cause changes in your behavior and beliefs. You might find yourself driven to annihilate the undead, to defeat fiends, and to protect the innocent. At times, your heart might also be filled with a longing for the celestial realm of your patron, and a desire to wander that paradise for the rest of your days. But you know that your mission is among mortals for now, and that your pact binds you to bring light to the dark places of the world.
-------------
 "
Warlock,Celestial,XGE,1,Bonus Cantrips,"At 1st level, you learn the {@spell sacred flame} and {@spell light} cantrips. They count as warlock cantrips for you, but they don't count against your number of cantrips known.
-------------
 "
Warlock,Celestial,XGE,1,Healing Light,"At 1st level, you gain the ability to channel celestial energy to heal wounds. You have a pool of {@dice d6}s that you spend to fuel this healing. The number of dice in the pool equals 1 + your warlock level.
-------------
As a bonus action, you can heal one creature you can see within 60 feet of you, spending dice from the pool. The maximum number of dice you can spend at once equals your Charisma modifier (minimum of one die). Roll the dice you spend, add them together, and restore a number of hit points equal to the total.
-------------
Your pool regains all expended dice when you finish a long rest.
-------------
 "
Warlock,Celestial,XGE,6,Radiant Soul,"Starting at 6th level, your link to the Celestial allows you to serve as a conduit for radiant energy. You have resistance to radiant damage, and when you cast a spell that deals radiant or fire damage, you can add your Charisma modifier to one radiant or fire damage roll of that spell against one of its targets.
-------------
 "
Warlock,Celestial,XGE,10,Celestial Resilience,"Starting at 10th level, you gain temporary hit points whenever you finish a short or long rest. These temporary hit points equal your warlock level + your Charisma modifier. Additionally, choose up to five creatures you can see at the end of the rest. Those creatures each gain temporary hit points equal to half your warlock level + your Charisma modifier.
-------------
 "
Warlock,Celestial,XGE,14,Searing Vengeance,"Starting at 14th level, the radiant energy you channel allows you to resist death. When you have to make a death saving throw at the start of your turn, you can instead spring back to your feet with a burst of radiant energy. You regain hit points equal to half your hit point maximum, and then you stand up if you so choose. Each creature of your choice that is within 30 feet of you takes radiant damage equal to {@dice 2d8} + your Charisma modifier, and it is {@condition blinded} until the end of the current turn.
-------------
Once you use this feature, you can't use it again until you finish a long rest.
-------------
 "
Warlock,Hexblade,XGE,1,Expanded Spell List,"The Hexblade lets you choose from an expanded list of spells when you learn a warlock spell. The following spells are added to the warlock spell list for you.
-------------
 "
Warlock,Hexblade,XGE,1,Hexblade Expanded Spells,"[['Spell Level', 'Spells'], ['1st', '{@spell shield}, {@spell wrathful smite}'], ['2nd', '{@spell blur}, {@spell branding smite}'], ['3rd', '{@spell blink}, {@spell elemental weapon}'], ['4th', '{@spell phantasmal killer}, {@spell staggering smite}'], ['5th', '{@spell banishing smite}, {@spell cone of cold}']] "
Warlock,Hexblade,XGE,1,The Hexblade,"You have made your pact with a mysterious entity from the Shadowfell__ force that manifests in sentient magic weapons carved from the stuff of shadow. The mighty sword Blackrazor is the most notable of these weapons, which have been spread across the multiverse over the ages. The shadowy force behind these weapons can offer power to warlocks who form pacts with it. Many hexblade warlocks create weapons that emulate those formed in the Shadowfell. Others forgo such arms, content to weave the dark magic of that plane into their spellcasting.
-------------
Because the Raven Queen is known to have forged the first of these weapons, many sages speculate that she and the force are one and that the weapons, along with hexblade warlocks, are tools she uses to manipulate events on the Material Plane to her inscrutable ends.
-------------
 "
Warlock,Hexblade,XGE,1,Hex Warrior,"At 1st level, you acquire the training necessary to effectively arm yourself for battle. You gain proficiency with medium armor, shields, and martial weapons.
-------------
The influence of your patron also allows you to mystically channel your will through a particular weapon. Whenever you finish a long rest, you can touch one weapon that you are proficient with and that lacks the two-handed property. When you attack with that weapon, you can use your Charisma modifier, instead of Strength or Dexterity, for the attack and damage rolls. This benefit lasts until you finish a long rest. If you later gain the Pact of the Blade feature, this benefit extends to every pact weapon you conjure with that feature, no matter the weapon's type.
-------------
 "
Warlock,Hexblade,XGE,1,Hexblade's Curse,"Starting at 1st level, you gain the ability to place a baleful curse on someone. As a bonus action, choose one creature you can see within 30 feet of you. The target is cursed for 1 minute. The curse ends early if the target dies, you die, or you are {@condition incapacitated}. Until the curse ends, you gain the following benefits:
-------------
You can't use this feature again until you finish a short or long rest.
-------------
 "
Warlock,Hexblade,XGE,1,Hexblade's Curse,"You gain a bonus to damage rolls against the cursed target. The bonus equals your proficiency bonus.
-------------
Any attack roll you make against the cursed target is a critical hit on a roll of 19 or 20 on the {@dice d20}.
-------------
If the cursed target dies, you regain hit points equal to your warlock level + your Charisma modifier (minimum of 1 hit point).
-------------
 "
Warlock,Hexblade,XGE,6,Accursed Specter,"Starting at 6th level, you can curse the soul of a person you slay, temporarily binding it to your service. When you slay a humanoid, you can cause its spirit to rise from its corpse as a {@creature specter}, the statistics for which are in the Monster Manual. When the specter appears, it gains temporary hit points equal to half your warlock level. Roll initiative for the specter, which has its own turns. It obeys your verbal commands, and it gains a special bonus to its attack rolls equal to your Charisma modifier (minimum of +0).
-------------
The specter remains in your service until the end of your next long rest, at which point it vanishes to the afterlife.
-------------
Once you bind a specter with this feature, you can't use the feature again until you finish a long rest.
-------------
 "
Warlock,Hexblade,XGE,10,Armor of Hexes,"At 10th level, your hex grows more powerful. If the target cursed by your Hexblade's Curse hits you with an attack roll, you can use your reaction to roll a {@dice d6}. On a 4 or higher, the attack instead misses you, regardless of its roll.
-------------
 "
Warlock,Hexblade,XGE,14,Master of Hexes,"Starting at 14th level, you can spread your Hexblade's Curse from a slain creature to another creature. When the creature cursed by your Hexblade's Curse dies, you can apply the curse to a different creature you can see within 30 feet of you, provided you aren't {@condition incapacitated}. When you apply the curse in this way, you don't regain hit points from the death of the previously cursed creature.
-------------
 "
Warlock,Genie,TCE,1,Bottled Respite,"As an action, you can magically vanish and enter your vessel, which remains in the space you left. The interior of the vessel is an extradimensional space in the shape of a 20-foot-radius cylinder, 20 feet high, and resembles your vessel. The interior is appointed with cushions and low tables and is a comfortable temperature. While inside, you can hear the area around your vessel as if you were in its space. You can remain inside the vessel up to a number of hours equal to twice your proficiency bonus. You exit the vessel early if you use a bonus action to leave, if you die, or if the vessel is destroyed. When you exit the vessel, you appear in the unoccupied space closest to it. Any objects left in the vessel remain there until carried out, and if the vessel is destroyed, every object stored there harmlessly appears in the unoccupied spaces closest to the vessel's former space. Once you enter the vessel, you can't enter again until you finish a long rest.
-------------
 "
Warlock,Genie,TCE,1,Genie's Wrath,"Once during each of your turns when you hit with an attack roll, you can deal extra damage to the target equal to your proficiency bonus. The type of this damage is determined by your patron: bludgeoning (dao), thunder (djinni), fire (efreeti), or cold (marid).
-------------
 "
Sorcerer,,PHB,1,Sorcerous Origin,"Choose a sorcerous origin, which describes the source of your innate magical power, from the list of available origins.
-------------
Your choice grants you features when you choose it at 1st level and again at 6th, 14th, and 18th level.
-------------
 "
Sorcerer,,PHB,1,Cantrips,"At 1st level, you know four cantrips of your choice from the sorcerer spell list. You learn an additional sorcerer cantrip of your choice at 4th level and another at 10th level.
-------------
 "
Sorcerer,,PHB,1,Spell Slots,"The Sorcerer table shows how many spell slots you have to cast your {@filter sorcerer spells} of 1st level and higher. To cast one of these sorcerer spells, you must expend a slot of the spell's level or higher. You regain all expended spell slots when you finish a long rest.
-------------
For example, if you know the 1st-level spell {@spell burning hands} and have a 1st-level and a 2nd-level spell slot available, you can cast {@spell burning hands} using either slot.
-------------
 "
Sorcerer,,PHB,1,Spells Known of 1st Level and Higher,"You know two 1st-level spells of your choice from the sorcerer spell list.
-------------
You learn an additional sorcerer spell of your choice at each level except 12th, 14th, 16th, 18th, 19th, and 20th. Each of these spells must be of a level for which you have spell slots. For instance, when you reach 3rd level in this class, you can learn one new spell of 1st or 2nd level.
-------------
Additionally, when you gain a level in this class, you can choose one of the sorcerer spells you know and replace it with another spell from the sorcerer spell list, which also must be of a level for which you have spell slots.
-------------
 "
Sorcerer,,PHB,1,Spell,abilityDc cha 
Sorcerer,,PHB,1,Spell,abilityAttackMod cha 
Sorcerer,,PHB,1,Spellcasting Ability,"Charisma is your spellcasting ability for your sorcerer spells, since the power of your magic relies on your ability to project your will into the world. You use your Charisma whenever a spell refers to your spellcasting ability. In addition, you use your Charisma modifier when setting the saving throw DC for a sorcerer spell you cast and when making an attack roll with one.
-------------
 "
Sorcerer,,PHB,1,Spellcasting Focus,"You can use an {@item arcane focus} as a spellcasting focus for your sorcerer spells.
-------------
 "
Sorcerer,,PHB,1,Spellcasting,"An event in your past, or in the life of a parent or ancestor, left an indelible mark on you, infusing you with arcane magic. This font of magic, whatever its origin, fuels your spells. See {@book chapter 10} for the general rules of spellcasting and {@book chapter 11} for the {@filter sorcerer spell list}.
-------------
 "
Sorcerer,,PHB,2,Creating Spell Slots,"You can transform unexpended sorcery points into one spell slot as a bonus action on your turn. The created spell slots vanish at the end of a long rest. The Creating Spell Slots table shows the cost of creating a spell slot of a given level. You can create spell slots no higher in level than 5th.
-------------
 "
Sorcerer,,PHB,2,Creating Spell Slots,"[['Spell Slot Level', 'Sorcery Point Cost'], ['1st', '2'], ['2nd', '3'], ['3rd', '5'], ['4th', '6'], ['5th', '7']] "
Sorcerer,,PHB,2,Converting a Spell Slot to Sorcery Points,"As a bonus action on your turn, you can expend one spell slot and gain a number of sorcery points equal to the slot's level.
-------------
 "
Sorcerer,,PHB,2,Flexible Casting,"You can use your sorcery points to gain additional spell slots, or sacrifice spell slots to gain additional sorcery points. You learn other ways to use your sorcery points as you reach higher levels.
-------------
 "
Sorcerer,,PHB,2,Font of Magic,"At 2nd level, you tap into a deep wellspring of magic within yourself. This wellspring is represented by sorcery points, which allow you to create a variety of magical effects.
-------------
 "
Sorcerer,,PHB,2,Sorcery Points,"You have 2 sorcery points, and you gain one additional point every time you level up, to a maximum of 20 at level 20. You can never have more sorcery points than shown on the table for your level. You regain all spent sorcery points when you finish a long rest.
-------------
 "
Sorcerer,,PHB,3,Metamagic,"At 3rd level, you gain the ability to twist your spells to suit your needs. You gain two of the following Metamagic options of your choice. You gain another one at 10th and 17th level.
-------------
You can use only one Metamagic option on a spell when you cast it, unless otherwise noted.
-------------
 "
Sorcerer,,PHB,3,Metamagic,"Careful Spell
-------------
Distant Spell
-------------
Empowered Spell
-------------
Extended Spell
-------------
Heightened Spell
-------------
Quickened Spell
-------------
Subtle Spell
-------------
Twinned Spell "
Sorcerer,,TCE,3,Metamagic Options,"{@i 3rd-level sorcerer {@variantrule optional class features}}
-------------
When you choose Metamagic options, you have access to the following additional options.
-------------
 "
Sorcerer,,TCE,3,Metamagic Options,"Seeking Spell|TCE
-------------
Transmuted Spell|TCE "
Sorcerer,,PHB,4,Ability Score Improvement,"When you reach 4th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.
-------------
If your DM allows the use of feats, you may instead take a {@5etools feat}.
-------------
 "
Sorcerer,,TCE,4,Sorcerous Versatility,"{@i 4th-level sorcerer {@variantrule optional class features}}
-------------
Whenever you reach a level in this class that grants the Ability Score Improvement feature, you can do one of the following, representing the magic within you flowing in new ways:
-------------
 "
Sorcerer,,TCE,4,Sorcerous Versatility,"Replace one of the options you chose for the Metamagic feature with a different {@filter Metamagic option} available to you.
-------------
Replace one cantrip you learned from this class's Spellcasting feature with another cantrip from the {@filter sorcerer spell list}.
-------------
 "
Sorcerer,,TCE,5,Magical Guidance,"{@i 5th-level sorcerer {@variantrule optional class features}}
-------------
You can tap into your inner wellspring of magic to try to conjure success from failure. When you make an ability check that fails, you can spend 1 sorcery point to reroll the {@dice d20}, and you must use the new roll, potentially turning the failure into a success.
-------------
 "
Sorcerer,,PHB,6,Sorcerous Origin feature,"At 6th level, you gain a feature granted by your Sorcerous Origin.
-------------
 "
Sorcerer,,PHB,8,Ability Score Improvement,"When you reach 8th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.
-------------
If your DM allows the use of feats, you may instead take a {@5etools feat}.
-------------
 "
Sorcerer,,PHB,10,Metamagic,"At 10th level, you learn an additional metamagic option.
-------------
 "
Sorcerer,,PHB,12,Ability Score Improvement,"When you reach 12th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.
-------------
If your DM allows the use of feats, you may instead take a {@5etools feat}.
-------------
 "
Sorcerer,,PHB,14,Sorcerous Origin feature,"At 14th level, you gain a feature granted by your Sorcerous Origin.
-------------
 "
Sorcerer,,PHB,16,Ability Score Improvement,"When you reach 16th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.
-------------
If your DM allows the use of feats, you may instead take a {@5etools feat}.
-------------
 "
Sorcerer,,PHB,17,Metamagic,"At 17th level, you learn an additional metamagic option.
-------------
 "
Sorcerer,,PHB,18,Sorcerous Origin feature,"At 18th level, you gain a feature granted by your Sorcerous Origin.
-------------
 "
Sorcerer,,PHB,19,Ability Score Improvement,"When you reach 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.
-------------
If your DM allows the use of feats, you may instead take a {@5etools feat}.
-------------
 "
Sorcerer,,PHB,20,Sorcerous Restoration,"At 20th level, you regain 4 expended sorcery points whenever you finish a short rest.
-------------
 "
Sorcerer,Draconic,PHB,1,Draconic Bloodline,"Your innate magic comes from draconic magic that was mingled with your blood or that of your ancestors. Most often, sorcerers with this origin trace their descent back to a mighty sorcerer of ancient times who made a bargain with a dragon or who might even have claimed a dragon parent. Some of these bloodlines are well established in the world, but most are obscure. Any given sorcerer could be the first of a new bloodline, as a result of a pact or some other exceptional circumstance.
-------------
 "
Sorcerer,Draconic,PHB,1,Draconic Resilience,"As magic flows through your body, it causes physical traits of your dragon ancestors to emerge. At 1st level, your hit point maximum increases by 1 and increases by 1 again whenever you gain a level in this class.
-------------
Additionally, parts of your skin are covered by a thin sheen of dragon-like scales. When you aren't wearing armor, your AC equals 13 + your Dexterity modifier.
-------------
 "
Sorcerer,Draconic,PHB,1,Dragon Ancestor,"At 1st level, you choose one type of dragon as your ancestor. The damage type associated with each dragon is used by features you gain later.
-------------
You can speak, read, and write {@language Draconic}. Additionally, whenever you make a Charisma check when interacting with dragons, your proficiency bonus is doubled if it applies to the check.
-------------
 "
Sorcerer,Draconic,PHB,1,Draconic Ancestry,"[['Dragon', 'Damage Type'], ['Black', '{@filter Acid}'], ['Blue', '{@filter Lightning}'], ['Brass', '{@filter Fire}'], ['Bronze', '{@filter Lightning}'], ['Copper', '{@filter Acid}'], ['Gold', '{@filter Fire}'], ['Green', '{@filter Poison}'], ['Red', '{@filter Fire}'], ['Silver', '{@filter Cold}'], ['White', '{@filter Cold}']] "
Sorcerer,Draconic,PHB,6,Elemental Affinity,"Starting at 6th level, when you cast a spell that deals damage of the type associated with your draconic ancestry, you can add your Charisma modifier to one damage roll of that spell. At the same time, you can spend 1 sorcery point to gain resistance to that damage type for 1 hour.
-------------
 "
Sorcerer,Draconic,PHB,14,Dragon Wings,"At 14th level, you gain the ability to sprout a pair of dragon wings from your back, gaining a flying speed equal to your current speed. You can create these wings as a bonus action on your turn. They last until you dismiss them as a bonus action on your turn.
-------------
You can't manifest your wings while wearing armor unless the armor is made to accommodate them, and clothing not made to accommodate your wings might be destroyed when you manifest them.
-------------
 "
Sorcerer,Draconic,PHB,18,Draconic Presence,"Beginning at 18th level, you can channel the dread presence of your dragon ancestor, causing those around you to become awestruck or {@condition frightened}. As an action, you can spend 5 sorcery points to draw on this power and exude an aura of awe or fear (your choice) to a distance of 60 feet. For 1 minute or until you lose your {@status concentration} (as if you were casting a {@status concentration} spell), each hostile creature that starts its turn in this aura must succeed on a Wisdom saving throw or be {@condition charmed} (if you chose awe) or {@condition frightened} (if you chose fear) until the aura ends. A creature that succeeds on this saving throw is immune to your aura for 24 hours.
-------------
 "
Sorcerer,Wild,PHB,1,Wild Magic,"Your innate magic comes from the wild forces of chaos that underlie the order of creation. You might have endured exposure to some form of raw magic, perhaps through a planar portal leading to Limbo, the Elemental Planes, or the mysterious Far Realm. Perhaps you were blessed by a powerful fey creature or marked by a demon. Or your magic could be a fluke of your birth, with no apparent cause or reason. However it came to be, this chaotic magic churns within you, waiting for any outlet.
-------------
 "
Sorcerer,Wild,PHB,1,Tides of Chaos,"Starting at 1st level, you can manipulate the forces of chance and chaos to gain advantage on one attack roll, ability check, or saving throw. Once you do so, you must finish a long rest before you can use this feature again.
-------------
Any time before you regain the use of this feature, the DM can have you roll on the {@table Wild Magic Surge} table immediately after you cast a sorcerer spell of 1st level or higher. You then regain the use of this feature.
-------------
 "
Sorcerer,Wild,PHB,1,Wild Magic Surge,"Starting when you choose this origin at 1st level, your spellcasting can unleash surges of untamed magic. Immediately after you cast a sorcerer spell of 1st level or higher, the DM can have you roll a {@dice d20}. If you roll a 1, roll on the Wild Magic Surge table to create a random magical effect. A Wild Magic Surge can happen once per turn.
-------------
If a Wild Magic effect is a spell, it's too wild to be affected by Metamagic. If it normally requires {@status concentration}, it doesn't require {@status concentration} in this case; the spell lasts for its full duration.
-------------
 "
Sorcerer,Wild,PHB,1,Wild Magic Surge,"[['{@dice d100}', 'Effect'], ['01-02', 'Roll on this table at the start of each of your turns for the next minute, ignoring this result on subsequent rolls.'], ['03-04', 'For the next minute, you can see any {@condition invisible} creature if you have line of sight to it.'], ['05-06', 'A {@filter modron} chosen and controlled by the DM appears in an unoccupied space within 5 feet of you, then disappears 1 minute later.'], ['07-08', 'You cast {@spell fireball} as a 3rd-level spell centered on yourself.'], ['09-10', 'You cast {@spell magic missile} as a 5th-level spell.'], ['11-12', 'Roll a {@dice d10}. Your height changes by a number of inches equal to the roll. If the roll is odd, you shrink. If the roll is even, you grow.'], ['13-14', 'You cast {@spell confusion} centered on yourself.'], ['15-16', 'For the next minute, you regain 5 hit points at the start of each of your turns.'], ['17-18', 'You grow a long beard made of feathers that remains until you sneeze, at which point the feathers explode out from your face.'], ['19-20', 'You cast {@spell grease} centered on yourself.'], ['21-22', 'Creatures have disadvantage on saving throws against the next spell you cast in the next minute that involves a saving throw.'], ['23-24', 'Your skin turns a vibrant shade of blue. A {@spell remove curse} spell can end this effect.'], ['25-26', 'An eye appears on your forehead for the next minute. During that time, you have advantage on Wisdom ({@skill Perception}) checks that rely on sight.'], ['27-28', 'For the next minute, all your spells with a casting time of 1 action have a casting time of 1 bonus action.'], ['29-30', 'You teleport up to 60 feet to an unoccupied space of your choice that you can see.'], ['31-32', 'You are transported to the Astral Plane until the end of your next turn, after which time you return to the space you previously occupied or the nearest unoccupied space if that space is occupied.'], ['33-34', 'Maximize the damage of the next damaging spell you cast within the next minute.'], ['35-36', 'Roll a {@dice d10}. Your age changes by a number of years equal to the roll. If the roll is odd, you get younger (minimum 1 year old). If the roll is even, you get older.'], ['37-38', '{@dice 1d6} {@creature flumph} controlled by the DM appear in unoccupied spaces within 60 feet of you and are {@condition frightened} of you. They vanish after 1 minute.'], ['39-40', 'You regain {@dice 2d10} hit points.'], ['41-42', 'You turn into a potted plant until the start of your next turn. While a plant, you are {@condition incapacitated} and have vulnerability to all damage. If you drop to 0 hit points, your pot breaks, and your form reverts.'], ['43-44', 'For the next minute, you can teleport up to 20 feet as a bonus action on each of your turns.'], ['45-46', 'You cast {@spell levitate} on yourself.'], ['47-48', 'A {@creature unicorn} controlled by the DM appears in a space within 5 feet of you, then disappears 1 minute later.'], ['49-50', ""You can't speak for the next minute. Whenever you try, pink bubbles float out of your mouth.""], ['51-52', 'A spectral shield hovers near you for the next minute, granting you a +2 bonus to AC and immunity to {@spell magic missile}.'], ['53-54', 'You are immune to being intoxicated by alcohol for the next {@dice 5d6} days.'], ['55-56', 'Your hair falls out but grows back within 24 hours.'], ['57-58', ""For the next minute, any flammable object you touch that isn't being worn or carried by another creature bursts into flame.""], ['59-60', 'You regain your lowest-level expended spell slot.'], ['61-62', 'For the next minute, you must shout when you speak.'], ['63-64', 'You cast {@spell fog cloud} centered on yourself.'], ['65-66', 'Up to three creatures you choose within 30 feet of you take {@damage 4d10} lightning damage.'], ['67-68', 'You are {@condition frightened} by the nearest creature until the end of your next turn.'], ['69-70', 'Each creature within 30 feet of you becomes {@condition invisible} for the next minute. The invisibility ends on a creature when it attacks or casts a spell.'], ['71-72', 'You gain resistance to all damage for the next minute.'], ['73-74', 'A random creature within 60 feet of you becomes {@condition poisoned} for {@dice 1d4} hours.'], ['75-76', 'You glow with bright light in a 30-foot radius for the next minute. Any creature that ends its turn within 5 feet of you is {@condition blinded} until the end of its next turn.'], ['77-78', ""You cast {@spell polymorph} on yourself. If you fail the saving throw, you turn into a sheep for the spell's duration.""], ['79-80', 'Illusory butterflies and flower petals flutter in the air within 10 feet of you for the next minute.'], ['81-82', 'You can take one additional action immediately.'], ['83-84', 'Each creature within 30 feet of you takes {@damage 1d10} necrotic damage. You regain hit points equal to the sum of the necrotic damage dealt.'], ['85-86', 'You cast {@spell mirror image}.'], ['87-88', 'You cast {@spell fly} on a random creature within 60 feet of you.'], ['89-90', ""You become {@condition invisible} for the next minute. During that time, other creatures can't hear you. The invisibility ends if you attack or cast a spell.""], ['91-92', 'If you die within the next minute, you immediately come back to life as if by the {@spell reincarnate} spell.'], ['93-94', 'Your size increases by one size category for the next minute.'], ['95-96', 'You and all creatures within 30 feet of you gain vulnerability to piercing damage for the next minute.'], ['97-98', 'You are surrounded by faint, ethereal music for the next minute.'], ['99-00', 'You regain all expended sorcery points.']] "
Sorcerer,Wild,PHB,6,Bend Luck,"Starting at 6th level, you have the ability to twist fate using your wild magic. When another creature you can see makes an attack roll, an ability check, or a saving throw, you can use your reaction and spend 2 sorcery points to roll {@dice 1d4} and apply the number rolled as a bonus or penalty (your choice) to the creature's roll. You can do so after the creature rolls but before any effects of the roll occur.
-------------
 "
Sorcerer,Wild,PHB,14,Controlled Chaos,"At 14th level, you gain a modicum of control over the surges of your wild magic. Whenever you roll on the {@table Wild Magic Surge} table, you can roll twice and use either number.
-------------
 "
Sorcerer,Wild,PHB,18,Spell Bombardment,"Beginning at 18th level, the harmful energy of your spells intensifies. When you roll damage for a spell and roll the highest number possible on any of the dice, choose one of those dice, roll it again and add that roll to the damage. You can use the feature only once per turn.
-------------
 "
Sorcerer,Aberrant Mind,TCE,1,Aberrant Mind,"An alien influence has wrapped its tendrils around your mind, giving you psionic power. You can now touch other minds with that power and alter the world around you by using it to control the magical energy of the multiverse. Will this power shine from you as a hopeful beacon to others? Or will you be a source of terror to those who feel the stab of your mind and witness the strange manifestations of your might?
-------------
As an Aberrant Mind sorcerer, you decide how you acquired your powers. Were you born with them? Or did an event later in life leave you shining with psionic awareness? Consult the Aberrant Origins table for a possible origin of your power.
-------------
 "
Sorcerer,Aberrant Mind,TCE,1,Aberrant Origins,"[['d6', 'Origin'], ['1', ""You were exposed to the Far Realm's warping influence. You are convinced that a tentacle is now growing on you, but no one else can see it.""], ['2', 'A psychic wind from the Astral Plane carried psionic energy to you. When you use your powers, faint motes of light sparkle around you.'], ['3', 'You once suffered the dominating powers of an aboleth, leaving a psychic splinter in your mind.'], ['4', 'You were implanted with a mind flayer tadpole, but the ceremorphosis never completed. And now its psionic power is yours. When you use it, your flesh shines with a strange mucus.'], ['5', 'As a child, you had an imaginary friend that looked like a flumph or a strange platypus-like creature. One day, it gifted you with psionic powers, which have ended up being not so imaginary.'], ['6', 'Your nightmares whisper the truth to you: your psionic powers are not your own. You draw them from your parasitic twin!']] "
Sorcerer,Aberrant Mind,TCE,1,Psionic Spells,"{@i 1st-level Aberrant Mind feature}
-------------
You learn additional spells when you reach certain levels in this class, as shown on the Psionic Spells table. Each of these spells counts as a sorcerer spell for you, but it doesn't count against the number of sorcerer spells you know.
-------------
Whenever you gain a sorcerer level, you can replace one spell you gained from this feature with another spell of the same level. The new spell must be a {@filter divination or an enchantment spell from the sorcerer, warlock, or wizard spell list}.
-------------
 "
Sorcerer,Aberrant Mind,TCE,1,Psionic Spells,"[['Sorcerer Level', 'Spells'], ['1st', '{@spell arms of Hadar}, {@spell dissonant whispers}, {@spell mind sliver}'], ['3rd', '{@spell calm emotions}, {@spell detect thoughts}'], ['5th', '{@spell hunger of Hadar}, {@spell sending}'], ['7th', ""{@spell Evard's black tentacles}, {@spell summon aberration}""], ['9th', ""{@spell Rary's telepathic bond}, {@spell telekinesis}""]] "
